Date,Time,User_Id,Transaction_Amount,Transaction_Type,Account_Balance,Market_Volatility_Index,Interest_Rate,Inflation_Rate,Stock_Index_Change,Investment_Duration_Days,Credit_Score,Device_Cpu_Usage,Device_Memory_Usage,Risk_Level
2023-09-11,10:49:00,U6769,1257.52,TRANSFER,2308.17,20.61,3.45,3.54,1.09,323,506,31.3,48.5,1
2023-12-18,6:33:00,U7140,685.91,DEPOSIT,10517.77,37.07,1.68,1.06,-1.63,127,713,35.3,34,1
2023-05-26,3:28:00,U6350,511.73,TRANSFER,4212.06,29.95,4.52,3.92,-0.12,69,760,38,64.3,0
2023-04-29,20:32:00,U4980,887.71,WITHDRAWAL,8683.81,15.06,4,5.9,3.55,286,678,85.7,73.1,0
2023-04-10,18:43:00,U2516,3336.43,INVESTMENT,7624.48,10.24,4.97,1.3,-1.5,363,582,78.3,36.4,2
2023-02-08,19:21:00,U9723,4946.11,INVESTMENT,14301.72,31.11,4.41,4.37,1.03,227,307,32.1,40.5,1
2023-12-19,12:06:00,U9978,1088.72,TRANSFER,7654.73,33.53,1.28,4.59,0.63,347,687,24.4,84.2,0
2023-11-11,14:33:00,U7906,1530.18,DEPOSIT,15416.2,19.36,0.88,2.71,0.77,78,331,18.9,41.4,1
2023-06-10,7:15:00,U9720,1231.22,WITHDRAWAL,1987.44,17.87,0.95,5.85,-1.87,32,348,70.5,73.2,2
2023-07-27,8:09:00,U5326,1835.82,WITHDRAWAL,8961.43,29.01,3.12,2.29,5.06,351,338,36.1,57.8,1
2023-04-06,11:14:00,U9633,1103.43,INVESTMENT,4351.46,21.2,2,2.74,-2.36,12,486,68.8,30.2,2
2023-10-04,20:46:00,U8314,1659.31,TRANSFER,7919.75,26.53,3.19,2.57,-0.91,123,729,18.3,27.1,0
2023-08-27,22:47:00,U9354,735.51,WITHDRAWAL,7210.91,31.67,1.16,3.98,1.39,194,688,18.2,38,0
2023-10-07,7:43:00,U8967,100.33,DEPOSIT,"5,636.00",16.15,1.86,3.25,2.19,231,453,36.4,26.4,1
2023-08-22,6:49:00,U6806,9549.1,INVESTMENT,11517.6,19.67,4.42,4.89,-0.57,8,565,10.6,15.7,1
2023-05-24,5:49:00,U4162,650.02,WITHDRAWAL,5072.59,13.06,4.17,4.01,-1.11,81,660,39.5,75.9,1
2023-09-21,4:30:00,U5686,1769.88,TRANSFER,11358.05,32.01,3.65,1.36,1.92,198,512,87.7,45.1,1
2023-09-19,10:45:00,U6431,1583.4,TRANSFER,11738.34,24.29,3.7,5.11,-3.22,264,445,44.1,52.8,2
2023-07-02,10:51:00,U2396,1797.35,DEPOSIT,2505.76,13.61,4.37,1.17,0.43,222,662,79.6,63.7,0
2023-07-26,11:26:00,U4305,7023.78,INVESTMENT,10098.37,30.61,2.02,4.69,1.2,215,819,46.9,70.1,1
2023-12-30,13:19:00,U9187,8499.85,INVESTMENT,12873.44,14.91,3.5,4.98,-0.44,189,679,55.3,74.5,0
2023-11-17,13:04:00,U1982,5519.38,INVESTMENT,10923.73,19.26,3.52,2.85,-1.61,11,424,44.4,23.9,2
2023-04-04,23:06:00,U6886,1896.72,WITHDRAWAL,3488.59,14.88,4.41,3.73,0.11,354,569,69.3,45.8,1
2023-05-16,3:09:00,U3702,1975.94,DEPOSIT,4994.18,21.61,3.78,4.5,0.32,228,765,43.8,83,0
2023-08-20,6:18:00,U3469,1769.05,WITHDRAWAL,3586.76,12.39,3.07,4.32,-1.29,323,653,66.4,32.4,1
2023-01-23,23:57:00,U2694,1432.58,TRANSFER,5606.58,13.22,2.41,1.65,-1.4,155,547,85.1,55.1,2
2023-09-12,14:57:00,U2866,6635.59,INVESTMENT,19637.66,38.28,2.4,1.6,2.1,121,833,76.5,82,1
2023-06-25,15:56:00,U6612,839.36,DEPOSIT,2119.2,14.89,4.69,3,0.57,349,731,13.1,83,0
2023-06-27,4:36:00,U1115,865.08,WITHDRAWAL,6138.92,24.63,4.52,4.02,-1.69,79,458,76,35.7,2
2023-08-25,17:21:00,U8447,688.73,DEPOSIT,5204.57,19.41,1.22,5.76,-1.46,34,718,78.2,54.2,1
2023-12-16,19:18:00,U5470,561.82,TRANSFER,9026.21,15.58,3.19,2.27,1.23,81,777,13.9,43.1,0
2023-12-19,10:35:00,U8031,2748.46,INVESTMENT,5131.99,14.28,2.98,3.77,0.94,254,457,76.6,51.9,1
2023-03-24,14:03:00,U1279,803.6,WITHDRAWAL,6921.86,27.47,0.94,2.54,-1.07,125,329,17,89.5,2
2023-07-27,20:01:00,U5259,6576.54,INVESTMENT,9208.26,15.63,1.74,3.49,-0.37,310,516,49.5,25.4,1
2023-06-13,15:12:00,U1902,201.35,WITHDRAWAL,7170.51,17.16,2.44,1.84,-1.13,57,764,52.6,76.8,1
2023-09-26,19:19:00,U3853,1408.42,DEPOSIT,8342.09,28.66,1.27,3.16,-4.29,248,740,31,31.8,1
2023-09-23,3:53:00,U4484,1963.41,DEPOSIT,15991.28,27.85,0.58,3.12,-2.31,297,411,84.5,69.3,2
2023-11-20,10:33:00,U8766,168.96,TRANSFER,6503.67,24.04,3.26,4.59,0.22,159,480,49,76.9,1
2023-07-20,9:25:00,U6574,1282.8,INVESTMENT,9165.59,28.65,4.34,3.41,-3.08,49,812,87.5,28.5,1
2023-11-11,1:30:00,U4837,1573.63,DEPOSIT,7017.65,12.65,3.28,4.61,-0.35,260,637,12.5,76.8,0
2023-07-11,5:53:00, U3377 ,"1,731.87",TRANSFER,16325.16,20.5,0.85,2.41,2.43,75,606,50.6,63.3,0
2023-06-22,10:11:00,U2336,732.1,DEPOSIT,7557.64,24.96,1.05,5.03,-1.29,43,801,48.8,24.6,1
2023-08-01,0:35:00,U2788,1648.24,TRANSFER,6680.12,13.97,1.3,2.74,-1.76,337,725,32,72.4,1
2023-09-30,5:21:00,U5069,6803.75,INVESTMENT,15241.14,33.87,3.64,4.29,-2.85,105,660,25.4,93.6,2
2023-07-11,19:05:00,U1521,90.99,WITHDRAWAL,11995.62,12.91,0.99,1.95,-0.14,200,375,15.6,37.2,1
2023-05-13,21:31:00,U3748,4370.32,INVESTMENT,11884.17,31.36,3.77,5.54,-1.66,49,510,83,81.4,2
2023-06-16,7:06:00,U6476,1153.09,TRANSFER,1935.06,38.21,3.29,3.92,-1.38,342,512,78,31.9,2
2023-07-01,17:49:00,U9839,1937.12,DEPOSIT,3293.35,36.38,0.64,4.03,0.93,279,530,89.3,66.3,1
2023-05-24,11:39:00,U2632,2720.19,INVESTMENT,16342.14,12.17,3.01,5.24,-1.77,235,596,60.1,23,2
2023-10-09,22:09:00,U3397,"$1,870.46 ",TRANSFER,12874.06,16.46,0.62,1.13,0,214,732,79.3,35.5,0
2023-07-03,22:43:00,U5938,388.29,TRANSFER,3838.87,26.29,1.03,2.25,-3.22,306,516,21.6,15.7,2
2023-12-17,7:03:00,U3114,658.37,TRANSFER,4689.53,30.2,1.78,2.68,1.5,315,356,60.6,58.9,1
2023-01-07,9:42:00,U9012,1186.13,WITHDRAWAL,3064.21,16.32,0.76,3,-0.32,346,726,24.9,91.4,0
2023-05-29,22:48:00,U2610,1405.62,TRANSFER,6487.69,16.76,2.33,1.73,-0.64,180,808,63.7,92.9,0
2023-11-27,21:44:00,U1156,8236.86,INVESTMENT,20591.56,31.16,1.46,5.82,1.34,180,575,20.1,63.6,2
2023-02-15,2:24:00,U3145,61.15,TRANSFER,6809.8,34.05,3.55,2.19,-0.28,337,508,58.5,45.3,1
2023-01-16,21:21:00,U5265,1787.94,INVESTMENT,8750.47,24.08,1.78,4.74,1.87,46,377,48.3,31.7,1
2023-01-28,18:51:00,U7558,1479.08,WITHDRAWAL,2499.52,11.57,5,2.99,2.62,231,695,53.8,74.1,0
2023-09-05,4:03:00,U4043,1048.96,DEPOSIT,15511.85,25.53,2.1,5.69,2.33,90,798,44,89.5,0
2023-04-26,13:12:00,U9140,7135.03,INVESTMENT,19550.44,21.84,3.48,1.41,0.1,132,796,22.6,94,0
2023-04-03,13:41:00,U8556,1663.35,DEPOSIT,15639.76,25.28,1.17,1.8,-0.45,19,539,28,78.9,1
2023-04-04,23:30:00,U3138,1852.3,WITHDRAWAL,6454.15,24.66,2.83,4.6,2.21,34,383,22.4,18.8,1
2023-05-19,23:57:00,U5598,4416.55,INVESTMENT,15825.41,15.49,4.22,2.74,-0.72,171,612,40.7,48.7,0
2023-11-28,2:52:00,U6459,1168.99,TRANSFER,5817.29,21.07,3.07,2.82,-0.74,214,601,42.2,61.3,0
2023-01-12,20:36:00,U5696,1131.48,INVESTMENT,13991.72,24.68,4.2,3.03,1.02,150,547,43,65.8,1
2023-03-10,5:27:00,U9335,4745.09,INVESTMENT,6161.24,15.34,2.4,2.97,-0.76,293,545,76,78.3,1
2023-06-23,7:39:00,U7919,901.02,TRANSFER,5111.17,34.67,2.76,5.36,-0.17,331,794,36,59.6,0
2023-06-23,8:36:00,U3032,278,WITHDRAWAL,5796.57,35.17,3.48,2.15,1.98,360,628,23.5,93.5,0
2023-06-06,3:25:00,U7583,1162.77,TRANSFER,14698.62,22.4,1.19,3.99,1.62,26,656,83.8,42,0
2023-01-12,20:36:00,U6625,1671.5,DEPOSIT,11342.35,31.19,4.26,1.51,1.74,261,630,14.8,65.7,0
2023-04-07,2:30:00,U5722,6084.86,INVESTMENT,14199.59,15.65,1.04,4.04,4.08,11,555,46,83.5,1
2023-05-06,0:54:00,U8664,1334.45,DEPOSIT,13964.15,24.93,4.46,5.51,1.72,86,534,35.3,71.6,1
2023-01-12,20:36:00,U2913,833.5,TRANSFER,12667.96,28.6,1.8,3.31,-2.62,128,532,73.2,24.4,2
2023-08-12,12:08:00,U6027,984.19,WITHDRAWAL,2483.64,19.28,3.85,5.02,1.32,345,797,62.3,81.8,0
2023-10-23,0:58:00,U9323,1450.94,TRANSFER,5184.58,28.16,3.77,1.33,0.36,122,698,73.9,73,0
2023-12-17,16:16:00,U6694,349.92,WITHDRAWAL,13570.91,17.5,3.53,4.48,1.02,207,341,14.8,73.9,1
2023-09-11,5:15:00,U3720,1862.05,WITHDRAWAL,3788.05,35.56,0.87,3.7,-1.66,322,480,79.8,36.2,2
2023-03-08,8:11:00,U5497,752.74,WITHDRAWAL,12553.53,15.15,2.37,2.87,1.8,81,342,57.3,42.4,1
2023-07-26,15:00:00,U4274,107.26,DEPOSIT,12158.61,13.07,2.66,3.63,1.68,28,822,12.1,44.2,0
2023-06-02,22:50:00,U5046,1925.15,WITHDRAWAL,13149.66,37.7,1.07,2.94,1.52,338,540,18,38.7,1
2023-04-22,5:23:00,U3277,848.99,DEPOSIT,6561.23,18.14,1.95,2.6,0.08,145,484,73.5,45.4,1
2023-03-07,21:35:00,U7059,545.75,WITHDRAWAL,1468.71,17.52,1.97,4.53,3.04,278,811,42.2,53.7,0
2023-04-26,22:12:00,U6470,9357.94,INVESTMENT,20515.82,39.69,1.9,4.39,-1.57,183,583,89.8,75.2,2
2023-09-30,17:19:00,U7263,1733.79,WITHDRAWAL,11419.02,28.78,1,3.86,-0.09,129,305,21.4,27,1
2023-04-15,17:54:00,U3512,4188.13,INVESTMENT,9878.57,20.26,1.68,5.83,-1.04,257,506,40.3,46.5,2
2023-09-14,10:17:00,U4172,214.3,TRANSFER,6349.47,21.05,1.28,5.93,-1.26,137,405,90,55.9,2
2023-10-23,0:06:00,U2157,6178.2,INVESTMENT,11020.34,39.53,0.78,2.87,0.58,352,629,23.3,18.9,1
2023-12-09,15:20:00,U3011,8476.2,INVESTMENT,16130.6,30.6,4.31,1.46,0.72,273,377,23.5,36.1,2
2023-02-01,23:02:00,U9071,2591.98,INVESTMENT,5098.32,39.26,2.31,3.66,2.52,356,758,86.4,44.1,0
2023-11-01,15:25:00,U6865,574.47,DEPOSIT,8317.92,17.47,4.57,1.76,-1.06,363,700,83.8,69.2,1
2023-08-14,9:55:00,U8282,9293.62,INVESTMENT,19657.07,33.08,2.93,4.05,-1.59,180,689,31.9,70.9,2
2023-06-16,16:19:00, U2883 ,8269.46,INVESTMENT,11474.85,17.78,3.82,5.78,-1.22,338,643,53.7,59.9,1
2023-11-07,10:48:00,U8425,9827.14,INVESTMENT,"16,612.36",18.47,3.9,5.26,0.14,211,715,71.9,50.2,0
2023-04-20,10:44:00,U9945,1404.18,WITHDRAWAL,12263.85,17,4.86,3.73,1.49,112,418,13.6,86.1,1
2023-02-08,4:43:00,U4184,161.7,INVESTMENT,9148.5,25.68,1.24,5.69,-3.17,95,826,64.5,35.8,1
2023-08-12,11:03:00,U6714,591.91,DEPOSIT,14232.3,18.81,3.65,2.59,-1.86,186,304,61.2,54.8,2
2023-01-29,12:51:00,U1639,8073.33,INVESTMENT,12557.9,19.64,1.4,1.18,0.74,197,713,36.1,40.1,0
2023-05-28,16:16:00,U8584,824.5,TRANSFER,5418.83,13.17,3.8,4.76,0.3,234,721,78.7,44.3,0
2023-11-26,22:55:00,U6022,1535.72,TRANSFER,3846.34,38,2,4.63,0.98,119,501,43.9,34.4,1
2023-07-27,21:43:00,U3445,226.91,DEPOSIT,3401.22,35.31,3.47,4.32,1.59,335,624,42.1,56.9,0
2023-05-29,8:09:00,U7527,1964.22,TRANSFER,16287.31,11.67,2.44,4.43,-0.99,33,515,43.6,28.8,1
2023-01-25,18:53:00,U2129,1521.93,DEPOSIT,12009.68,33.59,0.58,3.08,1.93,125,714,49.9,21.4,0
2023-10-26,0:26:00,U8244,1779.88,TRANSFER,16227.26,29.28,1.31,2.32,1.35,359,829,33.5,43,0
2023-12-11,0:12:00,U9632,1388.7,TRANSFER,15824.91,26.31,3.02,1.66,-1.02,347,628,75.3,76.3,1
2023-03-18,20:17:00,U4374,3405.27,INVESTMENT,17318.71,23.78,2.83,2.96,-2.1,179,627,44.6,19.9,1
2023-06-12,19:57:00,U8296,2865.78,INVESTMENT,4169.74,17.98,4.19,1.2,1.96,322,544,14.5,66.3,1
2023-09-22,15:28:00,U9791,553.55,TRANSFER,8347.68,24.26,3.98,3.2,-1.74,279,479,68.5,38.8,2
2023-06-04,7:08:00,U5802,1153.84,DEPOSIT,3211.35,22.74,2.44,4.09,0.59,253,576,26.8,59.8,1
2023-05-25,22:31:00,U3953,669.23,WITHDRAWAL,13617.05,11.56,4.52,2.36,-0.1,183,841,10.5,49.6,0
2023-11-05,20:26:00,U2784,1926.5,DEPOSIT,15975.59,32.72,2.8,3.7,-0.62,22,434,22.5,69.3,1
2023-12-14,15:30:00,U7930,790.03,DEPOSIT,13104.54,39.62,3.82,5.35,-0.93,309,688,55.5,57.4,0
2023-03-25,5:24:00,U1497,1088.34,DEPOSIT,5959.55,13.79,4.87,5.41,-1.56,125,687,28.1,63.2,1
2023-08-18,9:30:00,U8896,1715.81,TRANSFER,6708.86,29.51,0.67,2.51,-1.88,16,537,48.5,15.4,2
2023-01-27,5:34:00,U3514,935.84,TRANSFER,9512.44,26.68,4.91,1.15,-0.11,344,575,74,65.9,1
2023-01-22,21:03:00,U6130,1013.59,TRANSFER,11398.6,27.03,4.06,5.78,2.28,9,471,38.6,42.9,1
2023-09-24,5:12:00,U1467,6728.85,INVESTMENT,21160.88,12.3,0.82,4.47,-1.45,209,816,66.1,58.8,1
2023-03-21,17:26:00,U9421,298.37,WITHDRAWAL,12997.8,19.1,0.7,3.47,-1.37,134,828,11.9,17.8,1
2023-09-20,19:02:00,U1696,2494.2,INVESTMENT,10408.62,10.96,0.71,2.84,0.58,98,485,18.1,65.2,1
2023-09-06,21:20:00,U5504,1795.38,DEPOSIT,7254.71,26.18,1.99,3.79,-0.97,83,405,86,55.2,1
2023-07-10,0:59:00,U5499,2151.89,INVESTMENT,14581.08,13.49,3.72,1.99,-0.29,99,376,21.2,58.8,1
2023-03-26,1:47:00,U6385,1003.62,WITHDRAWAL,3656.63,17.77,3.69,2.89,2.2,86,463,23.2,93,1
2023-07-11,6:20:00,U9081,8350.14,INVESTMENT,15300.31,25.28,0.72,2.78,2.55,139,376,81.4,75.6,2
2023-03-02,16:21:00,U7954,5587.52,INVESTMENT,18396.92,11.09,1.91,4.27,0.15,114,642,89.4,75,0
2023-11-01,23:29:00,U3721,8358.61,INVESTMENT,13871.7,11.89,1.27,3.43,-2.51,198,585,55.1,32.3,2
2023-05-08,6:48:00,U3372,4402.91,INVESTMENT,17483.71,38.23,4.5,2.42,-0.97,221,413,45.4,31.9,1
2023-01-27,13:51:00,U5943,8959.82,INVESTMENT,17863.97,21.04,1.25,1.17,-1.13,105,835,61.4,16.2,1
2023-01-19,21:44:00,U1815,899.02,WITHDRAWAL,15360.95,23.06,2.88,1.01,-1.53,15,672,74.7,71.2,1
2023-09-15,20:13:00,U7649,422.96,DEPOSIT,9617.12,24.89,2.49,3.49,-1.03,348,649,68.2,18.9,1
2023-01-13,9:36:00,U3357,1458.77,INVESTMENT,4490.63,17.62,4.25,3.98,-1.17,211,728,77.2,39.6,1
2023-04-13,1:12:00,U9324,1615.81,TRANSFER,3893.92,29.35,3.56,3.44,1.13,101,472,45.9,62.3,1
2023-01-11,12:48:00,U4126,1469.5,WITHDRAWAL,14563.58,24.69,1.7,3.82,-1.07,207,358,65.2,70.5,2
2023-09-14,0:19:00,U1175,1085.62,WITHDRAWAL,13742.41,15.24,4.26,5.63,-0.09,350,709,80.3,74.8,0
2023-01-11,19:45:00,U5074,1572.94,WITHDRAWAL,14188.27,29.27,2.14,4.63,-0.57,197,514,79.7,39.8,1
2023-04-17,21:16:00,U8100,9485.48,INVESTMENT,20198.34,24.28,2.1,5.76,-2.09,19,745,23.2,76.2,1
2023-12-29,2:02:00,U4815,1427.94,TRANSFER,6528.63,24.64,2.15,4.08,1.94,127,495,24.8,84.9,1
2023-09-20,9:44:00,U9402,542,WITHDRAWAL,7682.47,25.31,2.31,2.32,0.84,292,337,43.6,89.4,1
2023-10-25,11:34:00,U9263,371.03,TRANSFER,4225.09,22.05,3.78,4.32,3.55,111,464,30.9,22.9,1
2023-12-23,10:19:00,U9888,1552.83,INVESTMENT,5149.56,36.45,1.31,3.42,-2.03,313,363,67.2,70.9,2
2023-06-28,5:37:00,U8207,898.88,DEPOSIT,14285.79,20.65,1.13,4.71,0.99,341,536,29.8,65.2,1
2023-07-29,4:04:00,U3962,1319,DEPOSIT,8954.33,27.82,3.8,2.65,-1.88,9,444,29.8,60.8,2
2023-01-18,0:16:00,U2533,6453.34,INVESTMENT,12705.89,18.87,1.28,1.99,-2.28,115,402,43.9,37.8,2
2023-12-03,10:39:00,U2293,1508.29,DEPOSIT,13310.79,29.31,4.76,3.53,0.65,25,375,74.6,52.8,1
2023-02-09,11:03:00,U1017,1743.4,WITHDRAWAL,14941.96,29.11,4.59,1.76,3.95,144,572,78.7,63.2,1
2023-08-27,13:42:00,U5850,1858.34,TRANSFER,14855.53,24.27,3.77,3.59,-0.69,126,666,63.4,71,0
2023-02-15,23:50:00,U5692,7128.77,INVESTMENT,12115.26,23.28,4.03,5.91,-0.56,84,316,61.9,29.9,1
2023-03-27,12:57:00,U3421,579.52,TRANSFER,5098.11,34.07,0.97,4.3,0,173,642,73.2,40,0
2023-01-12,20:36:00,U2913,833.5,TRANSFER,12667.96,28.6,1.8,3.31,-2.62,128,532,73.2,24.4,2
2023-04-07,14:30:00,U8345,183.99,DEPOSIT,8030.93,30.95,2.53,1.67,-0.06,135,798,27.4,61,0
2023-04-28,3:42:00,U9995,9375.46,INVESTMENT,18688.25,15.67,1.96,2.92,-2.63,155,738,30.4,44.9,1
2023-03-25,19:10:00,U7195,194.77,DEPOSIT,3346.31,32.28,0.9,1.45,-0.67,268,714,75.5,39.1,0
2023-12-08,2:07:00,U9813,4488.36,INVESTMENT,5347.45,30.17,0.93,4.4,-0.02,102,533,78.2,77.9,1
2023-04-06,18:59:00,U5382,2501.97,INVESTMENT,15287.38,10.05,2.75,1.94,-2.09,236,331,82.2,79.9,2
2023-07-14,10:40:00,U4790,490.17,WITHDRAWAL,2022.28,19.56,3.92,2.46,-1.65,195,595,15.6,78.4,2
2023-12-21,21:56:00,U3600,1920.97,DEPOSIT,9424.64,29.82,3.47,2,-0.13,145,333,30.3,27.3,1
2023-06-13,21:54:00,U5514,287.68,TRANSFER,1488.38,27.07,0.54,4.81,-2.84,49,628,81.4,43.9,1
2023-04-06,20:00:00,U6445,1093.19,TRANSFER,5993.89,30.05,3.73,1.79,0.91,233,430,76.9,89.6,1
2023-05-29,11:36:00,U8307,1349.9,TRANSFER,12043.28,12.21,3.91,1.9,0.48,278,335,43.4,52.7,1
2023-03-17,9:44:00,U5956,9154.59,INVESTMENT,12854.73,27.71,2.96,4.59,-0.45,349,311,32.7,18,2
2023-12-25,19:16:00,U3085,4225.01,INVESTMENT,12290.29,15.78,1.14,2.55,-1.42,94,775,18.5,41.5,1
2023-01-29,1:13:00,U5645,1148.48,DEPOSIT,3440.19,26.82,3.32,2.74,1.19,22,564,39.3,74.1,1
2023-06-10,13:19:00, U6540 ,1788.39,TRANSFER,6138.98,12.1,4.06,3.91,1.18,169,365,77.5,44.7,1
2023-08-10,9:17:00,U7870,416.29,DEPOSIT,15180.45,18.28,0.58,5.69,-1.47,251,646,30.6,81.8,1
2023-05-10,8:46:00,U9239,9249.43,INVESTMENT,21290.92,37.31,4.66,3.38,0.65,153,717,75,38.6,1
2023-07-27,19:05:00,U7877,1547.54,DEPOSIT,7981.31,37.51,3.38,1.87,1.43,264,795,81.2,65.9,0
2023-10-29,10:49:00,U5237,1889.19,WITHDRAWAL,9228.31,10.58,0.72,2.34,0.08,73,564,68.4,61.6,1
2023-04-04,22:24:00,U4218,"4,153.72",INVESTMENT,16116.95,30.4,2.25,1.86,-1.35,111,415,82,25.6,2
2023-07-07,17:55:00,U8707,1671.17,DEPOSIT,2194.39,33.29,1.43,5.9,0.75,206,628,45.6,42.4,0
2023-02-02,2:15:00,U6533,93.33,TRANSFER,12799.8,19,4.88,3.92,0.46,80,404,49.7,39.5,1
2023-06-27,0:12:00,U4665,1865.07,DEPOSIT,9155.43,34.55,3.13,3.02,-4.01,208,806,53.7,70.6,1
2023-06-13,18:13:00,U5715,910.09,TRANSFER,8257.37,19.86,0.92,3.9,-0.35,339,406,45.9,66.2,1
2023-04-23,22:43:00,U5255,477.58,DEPOSIT,4511.35,34.35,4.95,4.77,1.2,198,559,27.4,44.9,1
2023-11-13,18:37:00,U1488,77.95,WITHDRAWAL,4994.29,25.68,3.76,2.76,0.79,136,496,38.9,90,1
2023-04-12,15:42:00,U7374,2750.82,INVESTMENT,9037.91,13.65,2.03,5.76,-0.55,320,519,63.2,67.3,1
2023-09-12,15:36:00,U3410,6718.99,INVESTMENT,11251.62,39.32,1.09,2.72,0.11,347,808,57.4,51.1,1
2023-05-15,8:01:00,U8691,1800.47,TRANSFER,16265.33,33.59,0.86,4.09,-1.11,261,473,57,84.3,2
2023-05-06,18:05:00,U5469,1833.73,TRANSFER,10181.18,34.97,4.89,2.62,-1.11,331,605,56.4,16,1
2023-01-22,0:02:00,U2276,4473.46,INVESTMENT,13046.08,12.46,3.55,2.91,-0.91,248,840,64.3,76.6,0
2023-01-12,20:36:00,U7315,8086.36,INVESTMENT,19131.75,18.27,3.31,5.05,-0.41,290,492,45.9,48.7,1
2023-12-24,21:50:00,U8540,979.23,DEPOSIT,3114.79,35.59,1.53,3.65,-2.59,323,666,10.9,63.5,1
2023-08-14,7:10:00,U3634,4906.47,INVESTMENT,9458.78,37.77,2.94,5.12,-1.18,138,544,23.5,68.6,2
2023-07-27,21:07:00,U6962,732.9,DEPOSIT,"6,179.57",10.96,2.17,4.32,0.28,264,627,58.6,47.3,0
2023-04-13,16:40:00,U2252,694.59,DEPOSIT,6147.35,36.51,2.98,1.7,-0.62,42,315,76.2,65,1
2023-01-12,20:36:00,U9447,1186.82,INVESTMENT,12476.66,11.42,2.48,2.15,-0.14,112,813,56.3,78.1,0
2023-04-18,1:55:00,U8689,939.16,WITHDRAWAL,3477.74,21.21,1.66,3.82,1.29,139,795,81.6,65.7,0
2023-03-01,15:51:00,U9217,6427.36,INVESTMENT,21423.76,38.44,2.45,5.46,-1.4,135,755,29.7,73.4,2
2023-03-23,5:19:00,U1880,382.8,WITHDRAWAL,7910.8,23.06,2.27,2.96,-1.8,263,614,15.7,92.6,1
2023-02-17,3:24:00,U4511,5211.82,INVESTMENT,17163.37,35.03,3.33,5.35,0.92,73,744,44.9,56.8,1
2023-01-19,23:36:00,U3713,979.1,DEPOSIT,4205.33,22.68,3.61,3.86,0.81,206,570,81.1,52.6,1
2023-11-25,10:11:00,U3839,1398.66,TRANSFER,7637.44,39.43,2.44,2.42,-0.94,28,346,54.3,78.8,1
2023-04-24,5:18:00,U1303,1129.09,DEPOSIT,6890.64,31.12,2.71,5.86,-0.03,310,488,67.2,80.7,1
2023-07-07,8:49:00,U4906,1429.99,WITHDRAWAL,12302.77,18.79,2.83,3.8,2.29,361,677,40.3,22.6,0
2023-03-21,4:50:00,U1685,6687.9,INVESTMENT,15795.8,19.16,4.25,1.68,2.33,103,757,38.2,50.6,0
2023-11-08,0:50:00,U9716,8145.36,INVESTMENT,17835.42,11.4,2.07,3.25,-0.72,79,416,23.2,72.1,1
2023-05-17,10:57:00,U2326,944.27,TRANSFER,13261.99,23.04,4.72,3.13,-2.06,162,684,85.1,52.8,1
2023-07-12,6:12:00,U4934,1060.64,TRANSFER,3203.05,33.32,4.48,3.65,2.7,306,458,78.6,81.7,1
2023-10-01,0:31:00,U5717,184.85,DEPOSIT,10944.11,21.68,4.52,1.98,-1.36,98,730,38,60.6,1
2023-03-26,3:55:00,U4169,1241,WITHDRAWAL,14298.34,25.56,3.95,5.46,-1.04,349,782,26.1,25.3,1
2023-08-18,14:58:00,U1895,5308.34,INVESTMENT,6187.64,37.35,3.37,3.84,0.13,12,772,83.9,59.7,1
2023-10-30,16:35:00,U2823,,WITHDRAWAL,14747.67,29.92,3.5,1.33,0.89,327,448,13.3,85.6,1
2023-05-31,14:27:00,U4104,6574.09,INVESTMENT,16124.88,15.3,4.43,4.1,0.56,274,320,59,36.3,1
2023-04-22,16:09:00,U9001,6322.66,INVESTMENT,9482.3,30.65,1.53,3.63,-3.24,267,658,11.2,84.9,2
2023-11-05,23:35:00,U9365,1736.07,TRANSFER,9074.39,37.14,3.98,2.29,-2.05,338,669,18.6,30.9,1
2023-12-18,20:23:00, U5489 ,1168.03,WITHDRAWAL,9918.29,14.59,4.29,2.46,-1.39,347,564,70.5,90.9,2
2023-05-31,6:51:00,U9180,1311.33,DEPOSIT,10093.93,38.47,0.93,4.04,-0.43,180,412,35.7,60.2,1
2023-01-19,13:13:00,U6371,1163.77,TRANSFER,8015.09,33.82,4.14,1.61,-3.11,307,570,82.9,54.3,2
2023-12-28,6:35:00,U8310,4904.2,INVESTMENT,6330.46,11.89,4.1,4.23,3.34,112,439,54.5,28.1,1
2023-11-14,9:40:00,U2873,9823.92,INVESTMENT,17926.49,23.72,0.85,3.36,-2.08,157,454,55.7,68.4,2
2023-04-29,12:57:00,U1160,183.25,TRANSFER,9835.48,21.82,3.61,1.34,1.56,347,691,31,23,0
2023-12-10,4:15:00,U6237,1796.97,WITHDRAWAL,8627.4,10.11,4.55,1.38,-0.4,361,573,50.1,40.4,1
2023-02-02,1:56:00,U1644,8320.91,INVESTMENT,17795.47,11.67,3.06,3.78,2.19,321,305,20.3,61.7,1
2023-12-20,23:10:00,U4784,714.59,WITHDRAWAL,14694.51,24.42,3.58,5.99,-0.5,350,645,57.4,72.3,0
2023-04-22,22:46:00,U2013,845.05,WITHDRAWAL,6020.57,28,2.41,2.59,1.68,90,555,90,57.8,1
2023-08-11,19:05:00,U7387,1217.26,DEPOSIT,2299.07,34.98,1.35,1.26,-0.61,18,695,87.5,80.3,0
